PeakID (cmd=annotatePeaks.pl /home/ttroutman/2020_seidman_troutman_sakai_etal/intersect_ATAC_H3K27ac_RNA_20191027/mergePeaks_C57_NoTx_Tim4Pos20wkNASH.txt mm10 -d /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ -size 1000) (cmd=getDiffExpression.pl /home/psaisan/MCAT/KC-H_KC_N_H3k27ac_at_peaks_w1000.txt WT WT KO KO -log2fold 1 -raw)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ Tag Count in 1000 bp (9468035.0 Total, normalization factor = 1.06, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ Tag Count in 1000 bp (22615879.0 Total, normalization factor = 0.44, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ Tag Count in 1000 bp (18749728.0 Total, normalization factor = 0.53, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ Tag Count in 1000 bp (19231109.0 Total, normalization factor = 0.52, effective total = 10000000)	WT vs. KO Log2 Fold Change	WT vs. KO p-value	WT vs. KO adj. p-value
Merged-chr4-124695971-1	chr4	124695871	124696071	+	15.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-2417.0	NM_026031	67205.0	Mm.259121	NM_026031	ENSMUSG00000028907	Utp11	2700082D03Rik|CGI-94|Cgi94|Utp11l	UTP11 small subunit processome component	protein-coding	9.51	9.73	35.73	24.44	1.81862134945061	0.003587953478811	0.031564308143567
Merged-chr3-38105684-2	chr3	38105584	38105784	+	14.549999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	102435.0	NR_040541	71342.0	Mm.410782	NR_040541	ENSMUSG00000106002	5430434I15Rik	-	RIKEN cDNA 5430434I15 gene	ncRNA	13.73	6.19	43.2	53.56	2.54210134867058	7.46324155098495e-06	0.0002075774580467
Merged-chr17-70748063-2	chr17	70747963	70748163	+	12.87	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001347411, intron 9 of 14)	intron (NM_001347411, intron 9 of 14)	98714.0	NM_001164077	21815.0	Mm.101034	NM_009372	ENSMUSG00000047407	Tgif1	AA959811|AI462167|Tgif	TGFB-induced factor homeobox 1	protein-coding	116.18	100.37	195.2	185.64	1.06584414875079	3.27600808353279e-05	0.0007283406937285
Merged-chr14-54230850-1	chr14	54230750	54230950	+	18.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	23079.0	NM_001113358	13135.0	Mm.319038	NM_010015	ENSMUSG00000022174	Dad1	AI323713	defender against cell death 1	protein-coding	6.34	3.54	52.27	42.12	3.47594288011972	1.00932556537949e-07	5.18761156618918e-06
Merged-chr3-21987889-1	chr3	21987789	21987989	+	19.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-88763.0	NM_030732	81004.0	Mm.202966	NM_030732	ENSMUSG00000027630	Tbl1xr1	8030499H02Rik|A630076E03Rik|AW539987|C21|C230089I12Rik|DC42|Ira1|TBLR1	transducin (beta)-like 1X-linked receptor 1	protein-coding	33.8	20.78	64.53	101.4	1.86190859840003	1.17951112219366e-05	0.0003062348630314
Merged-chr1-91055967-1	chr1	91055867	91056067	+	19.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_008515, intron 1 of 22)	intron (NM_008515, intron 1 of 22)	2523.0	NM_001310732	16978.0	Mm.45039	NM_008515	ENSMUSG00000026305	Lrrfip1	AU024550|Fliiap1	leucine rich repeat (in FLII) interacting protein 1	protein-coding	9.51	10.17	66.13	91.52	3.23884552812743	1.18913346530421e-10	1.44053961568282e-08
Merged-chr8-104436230-2	chr8	104436130	104436330	+	30.310001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001013380, intron 4 of 12)	intron (NM_001013380, intron 4 of 12)	6817.0	NM_001013380	234663.0	Mm.289583	NM_001013380	ENSMUSG00000035770	Dync1li2	AA409702|C920003I06|Dncli2|Dnclic2|LIC2	dynein, cytoplasmic 1 light intermediate chain 2	protein-coding	2.11	2.21	12.8	18.2	3.21046884360119	0.00243846732781	0.0234150163215019
Merged-chr16-8433677-1	chr16	8433577	8433777	+	35.599998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	RLTR13D5|LTR|ERVK	-8541.0	NM_029070	74720.0	Mm.159318	NM_029070	ENSMUSG00000022715	Tmem114	4930511J11Rik|Cldn26	transmembrane protein 114	protein-coding	1.06	1.33	13.87	21.84	4.43058146197086	0.0004748105990318	0.0063851296940947
Merged-chr16-93429673-1	chr16	93429573	93429773	+	22.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NR_040494, intron 1 of 2)	intron (NR_040494, intron 1 of 2)	29199.0	NR_040494	72264.0	Mm.396204	NR_040494	ENSMUSG00000099968	1700029J03Rik	-	RIKEN cDNA 1700029J03 gene	ncRNA	2.11	1.77	13.87	18.72	3.30011466450466	0.0015767843948874	0.0166689867156374
Merged-chr11-77785922-2	chr11	77785822	77786022	+	23.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_011586, intron 1 of 39)	intron (NM_011586, intron 1 of 39)	8687.0	NM_011586	360013.0	Mm.341248	NM_011586	ENSMUSG00000000631	Myo18a	MAJN|MyoPDZ|MysPDZ|SP-R210	myosin XVIIIA	protein-coding	118.29	103.02	236.27	200.72	1.22678596612735	8.28594038049349e-07	3.16113256054501e-05
Merged-chr9-57433888-1	chr9	57433788	57433988	+	8.61	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NR_152145, intron 3 of 6)	intron (NR_152145, intron 3 of 6)	5848.0	NM_001357912	66812.0	Mm.250508	NM_176831	ENSMUSG00000063849	Ppcdc	1810057I13Rik|8430432M10Rik	phosphopantothenoylcysteine decarboxylase	protein-coding	20.07	19.01	72.53	71.76	2.14077098077986	6.63806821095986e-07	2.60261610863086e-05
Merged-chr4-32343955-1	chr4	32343855	32344055	+	17.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-73480.0	NM_001109661	12014.0	Mm.491223	NM_007521	ENSMUSG00000040270	Bach2	E030004N02Rik	BTB and CNC homology, basic leucine zipper transcription factor 2	protein-coding	5.28	4.42	49.07	41.6	3.58136047770121	1.08290892402016e-07	5.50244799773362e-06
Merged-chr15-58260850-1	chr15	58260750	58260950	+	23.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-45958.0	NM_026346	67731.0	Mm.25683	NM_026346	ENSMUSG00000022358	Fbxo32	4833442G10Rik|AI430017|ATROGIN1|Gm20361|MAFbx	F-box protein 32	protein-coding	36.97	37.58	130.67	172.12	2.26882047581904	1.76745513796601e-11	2.6433020435761302e-09
Merged-chr18-80554442-1	chr18	80554342	80554542	+	23.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-9896.0	NR_028424	100039348.0	Mm.254722	NR_028424		Gm2176	A430076E10Rik	glucosamine-6-phosphate deaminase 1 pseudogene	pseudo	13.73	9.29	38.93	42.64	2.08923523132859	0.0001890204604386	0.0030629126662587
Merged-chr11-105901693-1	chr11	105901593	105901793	+	23.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_181071, intron 17 of 25)	intron (NM_181071, intron 17 of 25)	42794.0	NM_007805	13056.0	Mm.149403	NM_007805	ENSMUSG00000019590	Cyb561	-	cytochrome b-561	protein-coding	10.56	10.61	57.07	55.64	2.60631259417157	4.29888562439089e-07	1.79332448689094e-05
Merged-chr4-46885966-1	chr4	46885866	46886066	+	21.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001081141, intron 1 of 18)	intron (NM_001081141, intron 1 of 18)	105748.0	NM_001081141	242425.0	Mm.101909	NM_001081141	ENSMUSG00000039809	Gabbr2	GABABR2|Gb2|Gm425|Gpr51	gamma-aminobutyric acid (GABA) B receptor, 2	protein-coding	3.17	1.77	16.53	21.84	3.22156052684126	0.0006969977915922	0.0087118566080571
Merged-chr3-121369634-2	chr3	121369534	121369734	+	36.849998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	ORR1D2|LTR|ERVL-MaLR	-56907.0	NM_028044	71994.0	Mm.275555	NM_028044	ENSMUSG00000053931	Cnn3	1600014M03Rik|C85854|Calpo3	calponin 3, acidic	protein-coding	17.96	23.43	77.87	62.92	2.01751867493346	3.37441649591964e-06	0.0001048780214294
Merged-chr15-59525223-2	chr15	59525123	59525323	+	15.25	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_026746, intron 4 of 6)	intron (NM_026746, intron 4 of 6)	-123431.0	NM_144549	211770.0	Mm.40298	NM_144549	ENSMUSG00000032501	Trib1	A530090O15Rik|TRB-1|Trb1	tribbles pseudokinase 1	protein-coding	46.47	29.63	93.87	75.92	1.40816517769893	0.0001683278928868	0.0027971256129856
Merged-chr3-135501608-1	chr3	135501508	135501708	+	14.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_027288, intron 1 of 16)	L1MA4|LINE|L1	15997.0	NM_027288	110173.0	Mm.280536	NM_027288	ENSMUSG00000028164	Manba	2410030O07Rik|B930014J03Rik|Bmn	mannosidase, beta A, lysosomal	protein-coding	7.39	2.65	25.6	17.16	2.34809413536396	0.0033272047001997	0.0297393264230573
Merged-chr16-55949110-1	chr16	55949010	55949210	+	21.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-14262.0	NM_001159365	74201.0	Mm.178427	NM_028815	ENSMUSG00000022604	Cep97	2810403B08Rik|4932439K18Rik|AA437768|E130116N02Rik|Lrriq2	centrosomal protein 97	protein-coding	6.34	3.54	26.13	36.92	2.91698132011725	5.39639540362612e-05	0.0010956495314423
Merged-chr13-111945021-1	chr13	111944921	111945121	+	14.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	MTD|LTR|ERVL-MaLR	77085.0	NR_130345	102636620.0	Mm.402328	NR_130345	ENSMUSG00000086111	Gm15326	-	predicted gene 15326	ncRNA	12.67	20.34	64.0	48.36	1.99337779951291	4.20009812626172e-05	0.0008937260505045
Merged-chr3-27195348-2	chr3	27195248	27195448	+	29.75	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_178772, intron 1 of 4)	RMER1A|Other|Other	12344.0	NM_178772	320024.0	Mm.24576	NM_178772	ENSMUSG00000027698	Nceh1	Aadacl1|B230106I24Rik|CPO-BP|Nceh	neutral cholesterol ester hydrolase 1	protein-coding	35.91	38.03	116.27	122.72	1.93826299300965	1.40998109645727e-08	9.43679043646202e-07
Merged-chr3-137820878-1	chr3	137820778	137820978	+	15.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-37263.0	NR_105801	102466638.0		NR_105801	ENSMUSG00000099011	Mir6380	Gm27356|mmu-mir-6380	microRNA 6380	ncRNA	9.51	10.61	51.73	20.28	1.99355570653038	0.0015206526930617	0.0162323241023347
Merged-chr1-128592632-1	chr1	128592532	128592732	+	32.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_009911)	promoter-TSS (NM_009911)	-333.0	NM_001356509	12767.0	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|CXC-R4|CXCR-4|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	13.73	16.8	49.6	56.68	2.03430946418804	3.55218201593304e-05	0.0007784081036198
Merged-chr15-84916783-2	chr15	84916683	84916883	+	15.115	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	ERVL-B4-int|LTR|ERVL	-6645.0	NM_016714	18141.0	Mm.28379	NM_016714	ENSMUSG00000016619	Nup50	1700030K07Rik|AI413123|Npap60	nucleoporin 50	protein-coding	3.17	3.98	24.0	13.52	2.66703000339115	0.0026321817306244	0.0248152086568558
Merged-chr9-3026716-2	chr9	3026616	3026816	+	37.449997	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	GSAT_MM|Satellite|Satellite	12027.0	NR_039546	100628572.0		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA	54.92	68.09	103.47	152.36	1.30577551561695	0.0001230803077535	0.0021688372359603
Merged-chr3-50628515-1	chr3	50628415	50628615	+	38.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-184902.0	NM_011990	26570.0	Mm.260988	NM_011990	ENSMUSG00000027737	Slc7a11	9930009M05Rik|AI451155|sut|xCT	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	protein-coding	2.11	4.86	38.4	40.04	3.7192578009914	7.33207878377186e-07	2.84017714009299e-05
Merged-chr9-45282707-2	chr9	45282607	45282807	+	23.67	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-13558.0	NM_008348	16154.0	Mm.379327	NM_008348	ENSMUSG00000032089	Il10ra	AW553859|CDw210|CDw210a|IL-10R1|IL-10RA|Il10r|mIL-10R	interleukin 10 receptor, alpha	protein-coding	21.12	10.61	84.8	60.32	2.42386114225513	1.81864867884281e-07	8.56580575383211e-06
Merged-chr18-54970980-2	chr18	54970880	54971080	+	55.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_175751, intron 2 of 9)	intron (NM_175751, intron 2 of 9)	19200.0	NM_175751	269023.0	Mm.192984	NM_175751	ENSMUSG00000052713	Zfp608	4932417D18Rik|D430007A19Rik|Znf608	zinc finger protein 608	protein-coding	50.7	65.88	132.8	104.0	1.25133872339096	0.0001143118583778	0.0020359650724649
Merged-chr6-49031420-2	chr6	49031320	49031520	+	24.349998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-5098.0	NM_053110	93695.0	Mm.302602	NM_053110	ENSMUSG00000029816	Gpnmb	DC-HIL|Dchil|ipd	glycoprotein (transmembrane) nmb	protein-coding	12.67	6.19	69.33	67.08	3.09309143666774	2.6824333965564e-09	2.21413318210496e-07
Merged-chr6-31088287-1	chr6	31088187	31088387	+	16.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-25194.0	NR_029532	387223.0		NR_029532	ENSMUSG00000065604	Mir29b-1	Mirn29b|Mirn29b-1|mir-29b-1	microRNA 29b-1	ncRNA	22.18	40.24	113.6	77.48	1.84612336644914	4.30436237035627e-06	0.0001298851977455
Merged-chr9-107261045-2	chr9	107260945	107261145	+	33.599998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001316691, intron 4 of 7)	intron (NM_001316691, intron 4 of 7)	28351.0	NM_001316691	102626.0	Mm.222612	NM_178907	ENSMUSG00000032577	Mapkapk3	3PK|AI874665|MAPKAP-K3|MAPKAP3|MK-3|MK3|MapkKapk3	mitogen-activated protein kinase-activated protein kinase 3	protein-coding	11.62	11.5	59.2	56.68	2.51802855311864	5.43326758854356e-07	2.18638154202786e-05
Merged-chr1-166138358-2	chr1	166138258	166138458	+	84.300003	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001360925, intron 1 of 5)	intron (NM_001360925, intron 1 of 5)	8137.0	NM_001360926	59290.0	Mm.46357	NM_021610	ENSMUSG00000000544	Gpa33	2010310L10Rik|2210401D16Rik|BB116197|mA33	glycoprotein A33 (transmembrane)	protein-coding	20.07	11.05	352.01	307.31	4.6564606927409	3.73464175193044e-41	5.41775142348169e-37
Merged-chr10-7847207-2	chr10	7847107	7847307	+	23.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_172785, intron 2 of 5)	intron (NM_172785, intron 2 of 5)	10826.0	NR_039563	100628581.0		NR_039563	ENSMUSG00000093060	Mir5104	mir-5104|mmu-mir-5104|mu-mir-5104	microRNA 5104	ncRNA	113.01	103.47	218.67	174.2	1.10363824265816	1.69672956436795e-05	0.0004177179738293
Merged-chr1-128614738-1	chr1	128614638	128614838	+	9.84	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-22439.0	NM_001356509	12767.0	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|CXC-R4|CXCR-4|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	14.79	11.05	51.73	71.76	2.51428938571963	5.29883503114272e-07	2.14418061612356e-05
Merged-chr9-3035069-2	chr9	3034969	3035169	+	15.400001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	GSAT_MM|Satellite|Satellite	3674.0	NR_039546	100628572.0		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA	28.52	23.88	56.0	61.88	1.40673497149934	0.0010898895432605	0.012442065812862
Merged-chr16-57175985-1	chr16	57175885	57176085	+	15.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_026254, intron 15 of 17)	MTD|LTR|ERVL-MaLR	-8653.0	NM_023175	52633.0	Mm.383203	NM_023175	ENSMUSG00000022751	Nit2	1190017B19Rik|D16Ertd502e	nitrilase family, member 2	protein-coding	7.39	13.27	38.4	36.92	2.14334063618565	0.000314067318815	0.0046126004325186
Merged-chr1-135132621-2	chr1	135132521	135132721	+	44.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_001356382)	promoter-TSS (NM_001356382)	-46.0	NM_007955	13924.0	Mm.4450	NM_007955		Ptprv	Esp|OST|OST-PTP	protein tyrosine phosphatase, receptor type, V	protein-coding	4.22	2.21	34.13	31.72	3.70927568703645	4.36221261626345e-06	0.0001312214160103
Merged-chr17-12170452-1	chr17	12170352	12170552	+	17.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_026644, intron 2 of 8)	URR1A|DNA|hAT-Charlie	51168.0	NM_026644	68262.0	Mm.258300	NM_026644	ENSMUSG00000023827	Agpat4	1500003P24Rik	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	protein-coding	13.73	11.05	49.6	36.92	2.03931668330212	0.0001582047519604	0.002654756258533
Merged-chr9-70239346-1	chr9	70239246	70239446	+	14.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_181072, intron 1 of 27)	intron (NM_181072, intron 1 of 27)	31996.0	NM_181072	71602.0	Mm.249311	NM_181072	ENSMUSG00000032220	Myo1e	2310020N23Rik|9130023P14Rik|AA407778|myosin-1e|myr 3	myosin IE	protein-coding	5.28	7.52	35.73	22.88	2.4084621675156	0.0005119889041454	0.006785234433005
Merged-chr4-134586323-1	chr4	134586223	134586423	+	14.9	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_207237, intron 4 of 11)	intron (NM_207237, intron 4 of 11)	-18472.0	NR_105829	102465216.0		NR_105829	ENSMUSG00000099289	Mir6403	Gm27992|mmu-mir-6403	microRNA 6403	ncRNA	28.52	28.3	80.53	62.4	1.56512801141794	0.0001066255791794	0.0019238689312959
Merged-chr18-12151469-1	chr18	12151369	12151569	+	38.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_024182, intron 9 of 12)	intron (NM_024182, intron 9 of 12)	-17261.0	NM_029623	76482.0	Mm.196596	NM_029623	ENSMUSG00000024410	3110002H16Rik	2400010D15Rik|Mic-1|Mic1|Rmc1|Wdr98	RIKEN cDNA 3110002H16 gene	protein-coding	3.17	2.21	31.47	32.24	3.90575501483533	5.24127474452248e-06	0.0001534027559741
Merged-chr1-91086485-2	chr1	91086385	91086585	+	14.055	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_008515, intron 7 of 22)	intron (NM_008515, intron 7 of 22)	33041.0	NM_001310732	16978.0	Mm.45039	NM_008515	ENSMUSG00000026305	Lrrfip1	AU024550|Fliiap1	leucine rich repeat (in FLII) interacting protein 1	protein-coding	30.63	22.99	121.07	96.72	2.25670919914238	1.09079618594349e-09	9.96781579240048e-08
Merged-chr18-53921865-1	chr18	53921765	53921965	+	19.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_152809, intron 6 of 12)	intron (NM_152809, intron 6 of 12)	59752.0	NM_152809	70425.0	Mm.368668	NM_152809	ENSMUSG00000073563	Csnk1g3	3300002K07Rik|C330049O21Rik	casein kinase 1, gamma 3	protein-coding	86.61	85.34	156.8	134.68	1.00486776291946	0.0003342034218589	0.0048405683106985
Merged-chr3-110250166-2	chr3	110250066	110250266	+	43.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	non-coding (NR_024139, exon 1 of 2)	non-coding (NR_024139, exon 1 of 2)	833.0	NR_024139	99890.0	Mm.36115	NM_178891	ENSMUSG00000049300	Prmt6	AW124876|BB233495|Hrmt1l6	protein arginine N-methyltransferase 6	protein-coding	64.43	77.82	169.07	132.08	1.3178367590034	8.98145188709939e-06	0.0002433084540862
Merged-chr11-101465781-1	chr11	101465681	101465881	+	16.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	exon (NM_012037, exon 1 of 6)	exon (NM_012037, exon 1 of 6)	418.0	NM_012037	26949.0	Mm.29210	NM_012037	ENSMUSG00000034993	Vat1	VAT-1	vesicle amine transport 1	protein-coding	201.73	188.81	434.67	368.67	1.28160799280853	6.66587280961796e-10	6.54484943356517e-08
