PeakID (cmd=annotatePeaks.pl /home/ttroutman/2020_seidman_troutman_sakai_etal/intersect_ATAC_H3K27ac_RNA_20191027/mergePeaks_C57_NoTx_Tim4Pos20wkNASH.txt mm10 -d /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ -size 1000) (cmd=getDiffExpression.pl /home/psaisan/MCAT/KC-H_KC_N_H3k27ac_at_peaks_w1000.txt WT WT KO KO -log2fold 1 -raw)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ Tag Count in 1000 bp (9468035.0 Total, normalization factor = 1.06, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ Tag Count in 1000 bp (22615879.0 Total, normalization factor = 0.44, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ Tag Count in 1000 bp (18749728.0 Total, normalization factor = 0.53, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ Tag Count in 1000 bp (19231109.0 Total, normalization factor = 0.52, effective total = 10000000)	WT vs. KO Log2 Fold Change	WT vs. KO p-value	WT vs. KO adj. p-value
Merged-chr2-166554117-2	chr2	166554017	166554217	+	39.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-10405.0	NR_152154	433503.0	Mm.491336	NR_152154		Gm29679	-	predicted gene, 29679	ncRNA	86.61	136.19	42.13	31.2	-1.38457290304132	0.0003011942679982	0.0044573832668029
Merged-chr12-103341859-2	chr12	103341759	103341959	+	22.65	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_023049, intron 2 of 9)	intron (NM_023049, intron 2 of 9)	14142.0	NM_023049	65256.0	Mm.27159	NM_023049	ENSMUSG00000021200	Asb2	1110008E15Rik	ankyrin repeat and SOCS box-containing 2	protein-coding	202.79	222.41	73.6	68.64	-1.33072759392102	1.38001797200154e-06	4.88335567162485e-05
Merged-chr9-58273147-1	chr9	58273047	58273247	+	16.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	19983.0	NM_026942	69106.0	Mm.216502	NM_026942	ENSMUSG00000032333	Stoml1	1810015E19Rik|AI847431|SLP1|STORP|UNC24|WPB72	stomatin-like 1	protein-coding	139.42	131.32	57.6	51.48	-1.06584065507758	0.0006416957541223	0.0081657191939601
Merged-chr2-27697299-1	chr2	27697199	27697399	+	10.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_011305, intron 1 of 9)	intron (NM_011305, intron 1 of 9)	-11993.0	NM_001290481	20181.0	Mm.24624	NM_011305	ENSMUSG00000015846	Rxra	9530071D11Rik|Nr2b1|RXRalpha1	retinoid X receptor alpha	protein-coding	50.7	43.77	11.73	8.84	-1.93559977152663	0.0005440510806185	0.0071215095996061
Merged-chr5-119058758-1	chr5	119058658	119058858	+	19.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-49478.0	NR_040693	73477.0	Mm.410863	NR_040693	ENSMUSG00000100573	1700081H04Rik	-	RIKEN cDNA 1700081H04 gene	ncRNA	57.03	46.43	13.87	9.88	-1.85912904159361	0.000510611885555	0.0067724059161373
Merged-chr11-71855303-1	chr11	71855203	71855403	+	16.9	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	84819.0	NR_045942	73816.0	Mm.390391	NR_045942	ENSMUSG00000085528	4930401O10Rik	-	RIKEN cDNA 4930401O10 gene	ncRNA	40.14	42.01	1.07	3.12	-4.10792679219806	5.24234692637625e-06	0.0001534027559741
Merged-chr8-104377016-1	chr8	104376916	104377116	+	12.3	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_153582, intron 1 of 3)	intron (NM_153582, intron 1 of 3)	18791.0	NM_153582	97487.0	Mm.29658	NM_153582	ENSMUSG00000096188	Cmtm4	Cklfsf4|D19397|Gm9853	CKLF-like MARVEL transmembrane domain containing 4	protein-coding	49.64	68.98	14.4	22.36	-1.47764590945242	0.0027986071381046	0.0260958985059941
Merged-chr10-95357941-2	chr10	95357841	95358041	+	27.75	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NR_045337, intron 1 of 2)	ORR1F|LTR|ERVL-MaLR	21665.0	NR_045337	69629.0	Mm.250542	NR_045337	ENSMUSG00000100550	2310039L15Rik	A53T-syn|G2-3|PrPsynA53T|Tg(Prnp-SNCA*A53T)23Mkle	RIKEN cDNA 2310039L15 gene	ncRNA	63.37	52.62	14.93	19.76	-1.47418236516437	0.0022437809497356	0.021931837799751
Merged-chr15-78899071-1	chr15	78898971	78899171	+	9.22	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NM_001316686)	promoter-TSS (NM_001316686)	-697.0	NM_001316686	20401.0	Mm.4462	NM_009164	ENSMUSG00000022436	Sh3bp1	3BP-1	SH3-domain binding protein 1	protein-coding	51.75	55.71	17.6	17.68	-1.34223256182364	0.0054589325359686	0.0433238236485504
Merged-chr8-25980444-2	chr8	25980344	25980544	+	58.550003	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	TTS (NM_029037)	TTS (NM_029037)	-3700.0	NM_029884	52120.0	Mm.28326	NM_029884	ENSMUSG00000037260	Hgsnat	9430010M12Rik|AW208455|D8Ertd354e|Tmem76	heparan-alpha-glucosaminide N-acetyltransferase	protein-coding	162.65	148.13	44.27	48.36	-1.50845424483436	1.71197699324538e-06	5.87121093304077e-05
Merged-chr11-107676396-1	chr11	107676296	107676496	+	8.91	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_198298, intron 30 of 31)	intron (NM_198298, intron 30 of 31)	38674.0	NR_105897	102465562.0		NR_105897	ENSMUSG00000098497	Mir6932	Gm27691|mmu-mir-6932	microRNA 6932	ncRNA	96.11	142.38	16.53	15.08	-2.66260596266701	7.45457860912438e-10	7.17357931926469e-08
Merged-chr13-113913582-2	chr13	113913482	113913682	+	18.950001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_172595, intron 1 of 4)	intron (NM_172595, intron 1 of 4)	119074.0	NM_172595	218639.0	Mm.79837	NM_172595	ENSMUSG00000042348	Arl15	A430036I03|Arfrp2|C230032K13Rik	ADP-ribosylation factor-like 15	protein-coding	100.34	96.39	12.8	11.44	-2.78777234005593	1.2024163572719e-09	1.08174595292119e-07
Merged-chr6-121226980-2	chr6	121226880	121227080	+	33.150002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	TTS (NM_017379)	TTS (NM_017379)	16246.0	NM_017379	53857.0	Mm.32884	NM_017379	ENSMUSG00000030137	Tuba8	-	tubulin, alpha 8	protein-coding	92.94	74.73	14.4	16.12	-2.23409151386173	8.56178938026535e-07	3.24715655142913e-05
Merged-chr11-43368675-2	chr11	43368575	43368775	+	28.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	5786.0	NR_029558	387164.0		NR_029558	ENSMUSG00000065601	Mir146	Mirn146|miR-146a|mmu-mir-146	microRNA 146	ncRNA	99.28	69.86	33.07	30.16	-1.17349642952402	0.0028409943371158	0.0263893674403424
Merged-chr16-76410523-1	chr16	76410423	76410623	+	10.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-36696.0	NM_001358238	268903.0	Mm.74711	NM_173440	ENSMUSG00000048490	Nrip1	6030458L20Rik|8430438I05Rik|9630050P12|AA959574|AW456757|RIP140	nuclear receptor interacting protein 1	protein-coding	36.97	37.14	2.67	5.2	-2.95940821138089	7.71601164006483e-05	0.0014689534364765
Merged-chr9-78186177-1	chr9	78186077	78186277	+	10.8	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	RMER15-int|LTR|ERVL	-5789.0	NM_010357	14860.0	Mm.2662	NM_010357	ENSMUSG00000032348	Gsta4	GST5.7|mGsta4	glutathione S-transferase, alpha 4	protein-coding	43.3	35.82	2.13	1.56	-4.05683295752481	7.41808917325936e-06	0.0002066488048279
Merged-chr4-126227643-1	chr4	126227543	126227743	+	8.61	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-24933.0	NM_001356455	230753.0	Mm.29813	NM_146153	ENSMUSG00000043962	Thrap3	9330151F09Rik|B230333E16Rik|Trap150	thyroid hormone receptor associated protein 3	protein-coding	98.23	103.02	41.6	35.88	-1.12593410971474	0.0016045976380624	0.0168738650133835
Merged-chr15-101974585-1	chr15	101974485	101974685	+	16.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-20298.0	NM_212487	332131.0	Mm.325105	NM_212487	ENSMUSG00000050463	Krt78	2310030B04Rik|Kb40	keratin 78	protein-coding	148.92	153.87	70.4	54.08	-1.05169500193445	0.0004858011692967	0.006513305094913
Merged-chr11-63790435-1	chr11	63790335	63790535	+	15.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	131849.0	NM_018805	54710.0	Mm.274426	NM_018805	ENSMUSG00000070407	Hs3st3b1	3-OST-3B|3OST3B1|3Ost3b|AU041882|AW536289|Hs3st3b|m3-OST-3B	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	protein-coding	55.98	43.33	7.47	2.6	-3.0685600571055	4.73957847853406e-06	0.0001408437500164
Merged-chr6-54593294-2	chr6	54593194	54593394	+	46.049999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_153573)	promoter-TSS (NM_153573)	-166.0	NM_153573	231997.0	Mm.274693	NM_153573	ENSMUSG00000038074	Fkbp14	BC029109|FKBP-14|FKBP22	FK506 binding protein 14	protein-coding	49.64	52.62	11.73	7.8	-2.12927992087932	0.0001316965027196	0.0022897430903658
Merged-chr7-19692644-1	chr7	19692544	19692744	+	15.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NM_007469)	promoter-TSS (NM_007469)	15.0	NM_007469	11812.0	Mm.182440	NM_007469	ENSMUSG00000040564	Apoc1	Apo-CIB|ApoC-IB|apo-CI|apoC-I	apolipoprotein C-I	protein-coding	260.88	373.19	108.27	146.64	-1.06833905353249	0.000145035161585	0.0024701952806856
Merged-chr15-97784327-2	chr15	97784227	97784427	+	65.199997	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_026353)	promoter-TSS (NM_026353)	-38.0	NM_026353	67739.0	Mm.28955	NM_026353	ENSMUSG00000081534	Slc48a1	4930570C03Rik	solute carrier family 48 (heme transporter), member 1	protein-coding	143.64	120.27	57.07	39.52	-1.20437971255249	0.0002324132482916	0.003615614895072
Merged-chr8-108911687-2	chr8	108911587	108911787	+	16.75	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_007496, intron 4 of 9)	intron (NM_007496, intron 4 of 9)	-25173.0	NR_037295	100526511.0		NR_037295	ENSMUSG00000093241	Mir3108	mir-3108|mmu-mir-3108	microRNA 3108	ncRNA	62.31	71.63	24.53	21.32	-1.30543775756926	0.0029148268459184	0.0268858142406783
Merged-chr11-116681154-1	chr11	116681054	116681254	+	11.7	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_009180, intron 6 of 8)	intron (NM_009180, intron 6 of 8)	6557.0	NR_028570	100216538.0		NR_028570	ENSMUSG00000065094	Snord1a	snR38	small nucleolar RNA, C/D box 1A	snoRNA	99.28	114.08	20.27	15.6	-2.32829937538996	2.09551223056342e-08	1.30813721698124e-06
Merged-chr2-124649216-2	chr2	124649116	124649316	+	14.849999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001291000, intron 1 of 18)	RMER15|LTR|ERVL	-4365.0	NM_199241	214968.0	Mm.330536	NM_172537	ENSMUSG00000027200	Sema6d	1110067B02Rik|AA409156|D330011G23|mKIAA1479	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	protein-coding	62.31	62.35	24.0	17.16	-1.35991120760986	0.0028738676717168	0.0265967973503533
Merged-chr5-62763317-2	chr5	62763217	62763417	+	23.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_178407, intron 1 of 32)	intron (NM_178407, intron 1 of 32)	2860.0	NM_178407	212285.0	Mm.244403	NM_178407	ENSMUSG00000037999	Arap2	Centd1|Gm148|mKIAA0580	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	protein-coding	109.84	135.3	42.13	43.16	-1.28684711510537	0.0001875827679629	0.0030464218518291
Merged-chr19-47890911-1	chr19	47890811	47891011	+	12.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	25117.0	NM_026619	68214.0	Mm.63791	NM_026619	ENSMUSG00000025069	Gsto2	1700020F09Rik|4930425C18Rik|GSTO 2-2	glutathione S-transferase omega 2	protein-coding	98.23	96.83	36.27	37.96	-1.15177438761793	0.0015100912842409	0.0161433432112474
Merged-chr1-72415801-2	chr1	72415701	72415901	+	36.150002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	RSINE1|SINE|B4	108380.0	NM_001357519	22596.0	Mm.246952	NM_009533	ENSMUSG00000026187	Xrcc5	AI314015|CTC85|CTCBF|Ku80|Ku86	X-ray repair complementing defective repair in Chinese hamster cells 5	protein-coding	21.12	18.57	1.07	1.56	-3.48474382860123	0.0017803478769159	0.0183073269987247
Merged-chr8-103577317-1	chr8	103577217	103577417	+	62.099998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-26482.0	NR_045730	71058.0	Mm.67707	NR_045730	ENSMUSG00000110336	4933400L20Rik	-	RIKEN cDNA 4933400L20 gene	ncRNA	64.43	57.04	2.67	5.2	-3.66806497858473	6.56290157138101e-08	3.56244611302644e-06
Merged-chr10-8772640-1	chr10	8772540	8772740	+	21.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_175155, intron 8 of 19)	intron (NM_175155, intron 8 of 19)	113430.0	NM_175155	70097.0	Mm.338275	NM_175155	ENSMUSG00000015305	Sash1	1100001C18Rik|2500002E12Rik|A330076K04Rik|mKIAA0790	SAM and SH3 domain containing 1	protein-coding	45.42	26.97	5.87	7.8	-2.10181434478113	0.0016932504425983	0.0176114435261967
Merged-chr15-8635005-2	chr15	8634905	8635105	+	27.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	3' UTR (NM_148938, exon 10 of 10)	3' UTR (NM_148938, exon 10 of 10)	75802.0	NM_148938	20512.0	Mm.204834	NM_148938	ENSMUSG00000005360	Slc1a3	AI504299|B430115D02Rik|Eaat1|GLAST|GLAST-1|GLU-T|GluT-1|Gmt1|MGluT1	solute carrier family 1 (glial high affinity glutamate transporter), member 3	protein-coding	182.72	206.93	86.4	74.36	-1.04754201700645	0.0001548570674312	0.0026076294404626
Merged-chr18-5803195-2	chr18	5803095	5803295	+	29.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	210548.0	NM_001360982	21417.0	Mm.3929	NM_011546	ENSMUSG00000024238	Zeb1	3110032K11Rik|AREB6|BZP|MEB1|Nil2|TCF-8|Tcf18|Tcf8|Tw|ZEB|Zfhep|Zfhx1a|Zfx1a|Zfx1ha|[delta]EF1	zinc finger E-box binding homeobox 1	protein-coding	81.33	77.38	28.27	27.56	-1.25080720024248	0.0018279221523875	0.0186839596153937
Merged-chr1-176224060-1	chr1	176223960	176224160	+	17.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001357846, intron 1 of 8)	intron (NM_001357846, intron 1 of 8)	-10118.0	NM_001357847	319455.0	Mm.338001	NM_176916	ENSMUSG00000055214	Pld5	B230365F16Rik	phospholipase D family, member 5	protein-coding	38.02	51.29	3.2	0.52	-4.2476336000257	2.26120160012203e-06	7.45092250143562e-05
Merged-chr11-110448532-2	chr11	110448432	110448632	+	20.35	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001356352, intron 1 of 11)	intron (NM_001356352, intron 1 of 11)	-29983.0	NM_001356347	26399.0	Mm.14487	NM_011943	ENSMUSG00000020623	Map2k6	MAPKK 6|MAPKK6|MEK6|MKK6|Prkmk6|SAPKK3	mitogen-activated protein kinase kinase 6	protein-coding	85.55	50.41	26.67	14.56	-1.45181846291491	0.002070915744294	0.0206121831722389
Merged-chr6-128134746-1	chr6	128134646	128134846	+	19.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_175414, intron 1 of 8)	intron (NM_175414, intron 1 of 8)	8832.0	NM_001356301	109246.0	Mm.21814	NM_175414	ENSMUSG00000030352	Tspan9	6720474K14Rik|9430079M16Rik|AU018597|Tspan-9	tetraspanin 9	protein-coding	53.87	36.7	3.73	3.64	-3.25580321527796	6.25704465208356e-06	0.0001784208029613
Merged-chr3-85604586-1	chr3	85604486	85604686	+	9.84	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_144896, intron 4 of 12)	intron (NM_144896, intron 4 of 12)	30457.0	NM_144896	229487.0	Mm.52275	NM_144896	ENSMUSG00000028085	Gatb	9430026F02Rik|Pet112|Pet112l	glutamyl-tRNA(Gln) amidotransferase, subunit B	protein-coding	48.58	57.48	10.67	3.12	-2.69912089713783	1.4456695429688e-05	0.0003633082138148
Merged-chrX-96293532-1	chrX	96293432	96293632	+	11.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NM_177789)	promoter-TSS (NM_177789)	-94.0	NM_177789	278180.0	Mm.26781	NM_177789	ENSMUSG00000044206	Vsig4	A530061A11|BC025105|CRIg|Z39IG	V-set and immunoglobulin domain containing 4	protein-coding	52.81	72.96	23.47	15.08	-1.501816540868	0.0016038713072352	0.0168723423395469
Merged-chr13-59003904-2	chr13	59003804	59004004	+	29.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001025074, intron 13 of 17)	intron (NM_001025074, intron 13 of 17)	196207.0	NM_001025074	18212.0	Mm.130054	NM_008745	ENSMUSG00000055254	Ntrk2	GP145-TrkB/GP95-TrkB|Tkrb|trk-B|trkB	neurotrophic tyrosine kinase, receptor, type 2	protein-coding	262.99	339.58	99.73	88.4	-1.44648826462536	3.51496042599533e-08	2.05607468386321e-06
Merged-chr12-38778727-2	chr12	38778627	38778827	+	67.850006	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	CpG	-1355.0	NM_001347379	14009.0	Mm.4866	NM_007960	ENSMUSG00000004151	Etv1	ER81|Etsrp81	ets variant 1	protein-coding	96.11	103.02	29.33	33.28	-1.43665820620361	0.0001407062204628	0.0024077734753167
Merged-chr11-37043369-1	chr11	37043269	37043469	+	27.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-99128.0	NM_001290702	23964.0	Mm.439889	NM_011856	ENSMUSG00000049336	Tenm2	Odz2|Odz3|Ten-2|Ten-m2	teneurin transmembrane protein 2	protein-coding	52.81	46.43	4.27	4.68	-3.21019041555049	2.42239476964202e-06	7.87034161803009e-05
Merged-chr5-122669444-1	chr5	122669344	122669544	+	9.22	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001038845, intron 8 of 12)	B4A|SINE|B4	-13153.0	NR_106195	102465902.0		NR_106195	ENSMUSG00000099324	Mir8115	Gm28012|mmu-mir-8115	microRNA 8115	ncRNA	83.44	57.92	10.67	21.32	-1.87364301690205	0.0001271217861281	0.0022272028634226
Merged-chr19-32987929-1	chr19	32987829	32988029	+	9.53	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-169183.0	NR_039552	100628575.0		NR_039552	ENSMUSG00000106278	Mir3970	mmu-mir-3970|mu-mir-3970	microRNA 3970	ncRNA	57.03	49.96	5.87	9.88	-2.48650436367947	2.04665803615727e-05	0.0004897378386148
Merged-chrX-61664222-1	chrX	61664122	61664322	+	12.9	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-45394.0	NM_001018087	434784.0	Mm.23468	NM_001018087	ENSMUSG00000057615	Ldoc1	Gm366|Mar7|Mart7|Rtl7|Sirh7	regulator of NFKB signaling	protein-coding	49.64	43.77	1.6	0.52	-4.72787231550675	1.34821589967943e-06	4.79074856158592e-05
Merged-chr2-181240582-2	chr2	181240482	181240682	+	15.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	exon (NM_183162, exon 2 of 19)	exon (NM_183162, exon 2 of 19)	1445.0	NM_183162	229003.0	Mm.315872	NM_183162	ENSMUSG00000027580	Helz2	PDIP1|Pric285|mKIAA1769|mPDIP1	helicase with zinc finger 2, transcriptional coactivator	protein-coding	86.61	80.03	30.4	28.6	-1.2554732912955	0.0013504061638238	0.0147459575589399
Merged-chr15-40954911-1	chr15	40954811	40955011	+	46.400002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001356998, intron 4 of 6)	intron (NM_001356998, intron 4 of 6)	-218790.0	NR_151516	100418302.0		NR_151516		4930555K19Rik	-	leucine rich repeat and sterile alpha motif containing 1 pseudogene	pseudo	74.99	76.05	14.93	15.08	-2.087853215671	6.32575106961166e-06	0.000180110087005
Merged-chr9-53704587-1	chr9	53704487	53704687	+	8.91	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_175562, intron 1 of 1)	intron (NM_175562, intron 1 of 1)	1645.0	NM_175562	270160.0	Mm.290285	NM_175562	ENSMUSG00000055069	Rab39	C230094F14Rik|Rab39a	RAB39, member RAS oncogene family	protein-coding	123.57	144.59	44.8	40.04	-1.42403995860819	2.02335036162636e-05	0.0004853615189503
